,Year,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Total Non-Current Assets,Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current",Total Non-Current Liabilities,Total Equity,"Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,Changes in Operating Capital,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Cash and Cash Equivalents, End of Period",Change in Cash,"Cash and Cash Equivalents, Beginning of Period",Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental",Gross Profit,Total Revenue,Business Revenue,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Pretax Income,Net Income before Extraordinary Items and Discontinued Operations,Diluted Net Income Available to Common Stockholders,Basic EPS,Diluted EPS,Basic WASO,Diluted WASO,Tiker
54,2014,10785829000.0,4602328000.0,3739491000.0,1117400000.0,6183501000.0,4009924000.0,2494435000.0,472604000.0,154649000.0,1515489000.0,6775905000.0,1287482000.0,1287482000.0,1287482000.0,268395000.0,623007000.0,396080000.0,-490707000.0,-490707000.0,-507283000.0,-507283000.0,1117400000.0,289492000.0,834556000.0,0.0,282844000.0,3524985000.0,4147065000.0,4147065000.0,432568000.0,-71192000.0,361376000.0,268395000.0,268395000.0,0.54,0.53,497867000.0,508480000.0,ADBE
55,2015,11726472000.0,4821892000.0,3988084000.0,876560000.0,6904580000.0,4724892000.0,2213556000.0,466580000.0,177340000.0,2511336000.0,7001580000.0,1469502000.0,1469502000.0,1469502000.0,629551000.0,576246000.0,263705000.0,-1488358000.0,-1488358000.0,-200687000.0,-200687000.0,876560000.0,-219543000.0,1117400000.0,0.0,-240840000.0,4051194000.0,4795511000.0,4795511000.0,904654000.0,-30873000.0,873781000.0,629551000.0,629551000.0,1.26,1.24,498764000.0,507164000.0,ADBE
56,2016,12707114000.0,5839774000.0,4761300000.0,1011315000.0,6867340000.0,5282279000.0,2811635000.0,526529000.0,220393000.0,2470644000.0,7424835000.0,2199728000.0,2199728000.0,2199728000.0,1168782000.0,710833000.0,320113000.0,-960033000.0,-960033000.0,-1090706000.0,-1090706000.0,1011315000.0,148989000.0,876560000.0,0.0,134755000.0,5034522000.0,5854430000.0,5854430000.0,1492094000.0,-56956000.0,1435138000.0,1168782000.0,1168782000.0,2.35,2.32,498345000.0,504299000.0,ADBE
57,2017,14535556000.0,7247813000.0,5819774000.0,2306072000.0,7287743000.0,6075687000.0,3527457000.0,703765000.0,249289000.0,2548230000.0,8459869000.0,2912853000.0,2912853000.0,2912853000.0,1693954000.0,828184000.0,390715000.0,-442877000.0,-442877000.0,-1183735000.0,-1183735000.0,2306072000.0,1286241000.0,1011315000.0,0.0,1294757000.0,6291014000.0,7301505000.0,7301505000.0,2168095000.0,-30454000.0,2137641000.0,1693954000.0,1693954000.0,3.43,3.38,493632000.0,501123000.0,ADBE
58,2018,18768682000.0,4857039000.0,3228962000.0,1642775000.0,13911643000.0,9406568000.0,4301126000.0,1071278000.0,360502000.0,5105442000.0,9362114000.0,4029304000.0,4029304000.0,4029304000.0,2590774000.0,495104000.0,943426000.0,-4685295000.0,-4685295000.0,-5568000.0,-5568000.0,1642775000.0,-661559000.0,2306072000.0,0.0,-663297000.0,7835009000.0,9030008000.0,9030008000.0,2840369000.0,-46493000.0,2793876000.0,2590774000.0,2590774000.0,5.28,5.2,490564000.0,497843000.0,ADBE
59,2019,20762400000.0,6494925000.0,4176976000.0,2650221000.0,14267475000.0,10232245000.0,8190938000.0,1313181000.0,438865000.0,2041307000.0,10530155000.0,4421813000.0,4421813000.0,4421813000.0,2951458000.0,1493290000.0,-22935000.0,-455584000.0,-455584000.0,-2946044000.0,-2946044000.0,2650221000.0,1020185000.0,1642775000.0,0.0,1007446000.0,9498577000.0,11171297000.0,11171297000.0,3268121000.0,-63380000.0,3204741000.0,2951458000.0,2951458000.0,6.07,6.0,486291000.0,491572000.0,ADBE
60,2020,24284000000.0,8146000000.0,5992000000.0,4478000000.0,16138000000.0,11020000000.0,5512000000.0,1285000000.0,530000000.0,5508000000.0,13264000000.0,5727000000.0,5727000000.0,5727000000.0,5260000000.0,281000000.0,186000000.0,-414000000.0,-414000000.0,-3488000000.0,-3488000000.0,4478000000.0,1825000000.0,2650000000.0,0.0,1828000000.0,11146000000.0,12868000000.0,12868000000.0,4237000000.0,-61000000.0,4176000000.0,5260000000.0,5260000000.0,10.94,10.83,481000000.0,485000000.0,ADBE
61,2021,27241000000.0,8669000000.0,5798000000.0,3844000000.0,18572000000.0,12444000000.0,6932000000.0,1484000000.0,559000000.0,5512000000.0,14797000000.0,7230000000.0,7230000000.0,7230000000.0,4822000000.0,2116000000.0,292000000.0,-3537000000.0,-3537000000.0,-4301000000.0,-4301000000.0,3844000000.0,-608000000.0,4478000000.0,0.0,-634000000.0,13920000000.0,15785000000.0,15785000000.0,5802000000.0,-97000000.0,5705000000.0,4822000000.0,4822000000.0,10.1,10.02,477000000.0,481000000.0,ADBE
62,2022,27165000000.0,8996000000.0,6096000000.0,4236000000.0,18169000000.0,13114000000.0,8128000000.0,1653000000.0,571000000.0,4986000000.0,14051000000.0,7838000000.0,7838000000.0,7838000000.0,4756000000.0,2746000000.0,336000000.0,-570000000.0,-570000000.0,-6825000000.0,-6825000000.0,4236000000.0,443000000.0,3844000000.0,0.0,392000000.0,15441000000.0,17606000000.0,17606000000.0,6098000000.0,-90000000.0,6008000000.0,4756000000.0,4756000000.0,10.13,10.1,470000000.0,471000000.0,ADBE
63,2014,6859690000.0,3811886000.0,2866468000.0,569233000.0,3047804000.0,2101793000.0,709056000.0,329314000.0,201737000.0,1392737000.0,4757897000.0,871602000.0,871602000.0,871602000.0,629320000.0,97263000.0,145019000.0,-114751000.0,-114751000.0,-576610000.0,-576610000.0,569233000.0,180241000.0,392089000.0,0.0,177144000.0,1830188000.0,2864773000.0,2864773000.0,789806000.0,-60461000.0,729345000.0,629320000.0,629320000.0,2.01,1.98,313195000.0,318027000.0,ADI
64,2015,7062178000.0,4079548000.0,3028928000.0,884353000.0,2982630000.0,1989219000.0,1113830000.0,280667000.0,189309000.0,875389000.0,5072959000.0,907798000.0,907798000.0,907798000.0,696878000.0,220874000.0,-9954000.0,-17125000.0,-17125000.0,-571603000.0,-571603000.0,884353000.0,319070000.0,569233000.0,0.0,315120000.0,2259262000.0,3435092000.0,3435092000.0,830841000.0,-20727000.0,810114000.0,696878000.0,696878000.0,2.23,2.2,312660000.0,316872000.0,ADI
65,2016,7970278000.0,4974863000.0,4055793000.0,921132000.0,2995415000.0,2804660000.0,782934000.0,319393000.0,201950000.0,2021726000.0,5165618000.0,1280895000.0,1280895000.0,1280895000.0,861664000.0,298742000.0,120489000.0,-1218270000.0,-1218270000.0,-22917000.0,-22917000.0,921132000.0,39708000.0,884353000.0,0.0,36779000.0,2227173000.0,3421409000.0,3421409000.0,1041796000.0,-84875000.0,956921000.0,861664000.0,861664000.0,2.79,2.76,308736000.0,312308000.0,ADI
66,2017,21141294000.0,2351338000.0,1047838000.0,1047838000.0,18789956000.0,10979754000.0,1596332000.0,551039000.0,382934000.0,9383422000.0,10161540000.0,1112592000.0,1112592000.0,1112592000.0,727259000.0,168458000.0,216875000.0,-6618014000.0,-6618014000.0,5628578000.0,5628578000.0,1047838000.0,123156000.0,921132000.0,0.0,126706000.0,3061596000.0,5107503000.0,5107503000.0,1104597000.0,-276112000.0,828485000.0,727259000.0,725016000.0,2.09,2.07,346371000.0,350484000.0,ADI
67,2018,20449779000.0,2112126000.0,816591000.0,816591000.0,18337653000.0,9461239000.0,1406138000.0,596789000.0,419615000.0,8055101000.0,10988540000.0,2442361000.0,2442361000.0,2442361000.0,1495432000.0,250038000.0,696891000.0,-313998000.0,-313998000.0,-2358042000.0,-2358042000.0,816591000.0,-229679000.0,1047838000.0,0.0,-231247000.0,4233302000.0,6200942000.0,6200942000.0,1943053000.0,-304536000.0,1638517000.0,1495432000.0,1489523000.0,4.02,3.97,370430000.0,374938000.0,ADI
68,2019,21392641000.0,1985126000.0,648322000.0,648322000.0,19407515000.0,9683453000.0,1508632000.0,901696000.0,474404000.0,8174821000.0,11709188000.0,2253100000.0,2253100000.0,2253100000.0,1363011000.0,925372000.0,-35283000.0,-293186000.0,-293186000.0,-2126794000.0,-2126794000.0,648322000.0,-166880000.0,816591000.0,0.0,-168269000.0,4013750000.0,5991065000.0,5991065000.0,1806267000.0,-320539000.0,1485728000.0,1363011000.0,1359782000.0,3.68,3.65,369133000.0,372871000.0,ADI
69,2020,21468603000.0,2517688000.0,1055860000.0,1055860000.0,18950915000.0,9470658000.0,1364986000.0,946725000.0,465436000.0,8105672000.0,11997945000.0,2008487000.0,2008487000.0,2008487000.0,1220761000.0,891911000.0,-104185000.0,-180523000.0,-180523000.0,-1420608000.0,-1420608000.0,1055860000.0,407356000.0,648322000.0,0.0,407538000.0,3690478000.0,5603056000.0,5603056000.0,1550581000.0,-238964000.0,1311617000.0,1220761000.0,1220761000.0,3.31,3.28,368633000.0,371973000.0,ADI
70,2021,52322071000.0,5378317000.0,1977964000.0,1977964000.0,46943754000.0,14329529000.0,2770312000.0,1819395000.0,805480000.0,11559217000.0,37992542000.0,2735069000.0,2735069000.0,2735069000.0,1390422000.0,1431013000.0,-86366000.0,2143525000.0,2143525000.0,-3959664000.0,-3959664000.0,1977964000.0,918930000.0,1055860000.0,0.0,922104000.0,4525012000.0,7318286000.0,7318286000.0,1776657000.0,-447943000.0,1328714000.0,1390422000.0,1390422000.0,3.5,3.46,397462000.0,401288000.0,ADI
71,2022,50302350000.0,4937992000.0,1470572000.0,1470572000.0,45364358000.0,13837027000.0,2442655000.0,1923491000.0,904118000.0,11394372000.0,36465323000.0,4475402000.0,4475402000.0,4475402000.0,2748561000.0,2610506000.0,-883665000.0,-657368000.0,-657368000.0,-4290720000.0,-4290720000.0,1470572000.0,-472686000.0,1977964000.0,0.0,-507392000.0,7532474000.0,12013953000.0,12013953000.0,3553209000.0,-454460000.0,3098749000.0,2748561000.0,2748561000.0,5.29,5.25,519226000.0,523178000.0,ADI
72,2023,48794478000.0,4384022000.0,958061000.0,958061000.0,44410456000.0,13229356000.0,3200971000.0,1700347000.0,879148000.0,10028385000.0,35565122000.0,4817634000.0,4817634000.0,4817634000.0,3314579000.0,2148645000.0,-645590000.0,-1266385000.0,-1266385000.0,-4063760000.0,-4063760000.0,958061000.0,-512511000.0,1470572000.0,0.0,-512511000.0,7877218000.0,12305539000.0,12305539000.0,3983822000.0,-375819000.0,3608003000.0,3314579000.0,3314579000.0,6.6,6.55,502232000.0,505959000.0,ADI
73,2014,4595000000.0,2835000000.0,2267100000.0,1853000000.0,1760000000.0,2333500000.0,1071500000.0,194100000.0,108800000.0,1262000000.0,2261500000.0,563500000.0,563500000.0,563500000.0,228800000.0,199300000.0,135400000.0,-194000000.0,-194000000.0,-126500000.0,-126500000.0,1853000000.0,243000000.0,1612200000.0,0.0,240800000.0,1999600000.0,2273900000.0,2273900000.0,297600000.0,-17700000.0,279900000.0,228800000.0,228800000.0,1.02,1.0,224000000.0,229600000.0,ADSK
74,2015,4913800000.0,2671300000.0,2026400000.0,1410600000.0,2242500000.0,2694600000.0,1400100000.0,246000000.0,128700000.0,1294500000.0,2219200000.0,708100000.0,708100000.0,708100000.0,81800000.0,311500000.0,314800000.0,-905600000.0,-905600000.0,-239900000.0,-239900000.0,1410600000.0,-437400000.0,1853000000.0,0.0,-442400000.0,2170100000.0,2512200000.0,2512200000.0,123800000.0,-40800000.0,83000000.0,81800000.0,81800000.0,0.36,0.35,227100000.0,232400000.0,ADSK
75,2016,5515300000.0,2993100000.0,2250900000.0,1353000000.0,2522200000.0,3895700000.0,1591000000.0,278800000.0,149300000.0,2304700000.0,1619600000.0,414000000.0,414000000.0,414000000.0,-330500000.0,553900000.0,190600000.0,-809500000.0,-809500000.0,343200000.0,343200000.0,1353000000.0,-52300000.0,1410600000.0,0.0,-57600000.0,2133400000.0,2504100000.0,2504100000.0,1300000.0,-21600000.0,-20300000.0,-330500000.0,-330500000.0,-1.46,-1.46,226000000.0,226000000.0,ADSK
76,2017,4798100000.0,2460600000.0,1899900000.0,1213100000.0,2337500000.0,4064500000.0,2185400000.0,278400000.0,143500000.0,1879100000.0,733600000.0,169700000.0,169700000.0,169700000.0,-582100000.0,395000000.0,356800000.0,272000000.0,272000000.0,-578300000.0,-578300000.0,1213100000.0,-136600000.0,1353000000.0,0.0,-139900000.0,1689100000.0,2031000000.0,2031000000.0,-419100000.0,-104700000.0,-523800000.0,-582100000.0,-582100000.0,-2.61,-2.61,222700000.0,222700000.0,ADSK
77,2018,4113600000.0,1877900000.0,1323200000.0,1078000000.0,2235700000.0,4369600000.0,2123200000.0,320700000.0,122700000.0,2246400000.0,-256000000.0,900000.0,900000.0,900000.0,-566900000.0,432100000.0,135700000.0,506400000.0,506400000.0,-656600000.0,-656600000.0,1078000000.0,-149300000.0,1213100000.0,0.0,-135100000.0,1753200000.0,2056600000.0,2056600000.0,-415000000.0,-142300000.0,-557300000.0,-566900000.0,-566900000.0,-2.58,-2.58,219500000.0,219500000.0,ADSK
78,2019,4729200000.0,1620000000.0,953600000.0,886000000.0,3109200000.0,4940100000.0,2301200000.0,257100000.0,114800000.0,2638900000.0,-210900000.0,377100000.0,377100000.0,377100000.0,-80800000.0,371800000.0,86100000.0,-710400000.0,-710400000.0,151900000.0,151900000.0,886000000.0,-181400000.0,1078000000.0,0.0,-192000000.0,2283900000.0,2569800000.0,2437400000.0,16900000.0,-59600000.0,-42700000.0,-80800000.0,-80800000.0,-0.37,-0.37,218900000.0,218900000.0,ADSK
79,2020,6179300000.0,2659300000.0,1843700000.0,1774700000.0,3520000000.0,6318400000.0,3219200000.0,273200000.0,104900000.0,3099200000.0,-139100000.0,1415100000.0,1415100000.0,1415100000.0,214500000.0,488600000.0,712000000.0,-57300000.0,-57300000.0,-466800000.0,-466800000.0,1774700000.0,891000000.0,886000000.0,0.0,888700000.0,2949400000.0,3274300000.0,3138500000.0,343500000.0,-48700000.0,294800000.0,214500000.0,214500000.0,0.98,0.96,219700000.0,222500000.0,ADSK
80,2021,7279800000.0,2699200000.0,1857200000.0,1772200000.0,4580600000.0,6314300000.0,3254700000.0,359800000.0,165100000.0,3059600000.0,965500000.0,1437200000.0,1437200000.0,1437200000.0,1208200000.0,-217600000.0,446600000.0,-403900000.0,-403900000.0,-1046800000.0,-1046800000.0,1772200000.0,-13500000.0,1774700000.0,0.0,-2500000.0,3453300000.0,3790400000.0,3662200000.0,629100000.0,-82400000.0,546700000.0,1208200000.0,1208200000.0,5.51,5.44,219400000.0,222100000.0,ADSK
81,2022,8606800000.0,2763800000.0,1764100000.0,1528400000.0,5843000000.0,7757700000.0,4009400000.0,368500000.0,150500000.0,3748300000.0,849100000.0,1531300000.0,1531300000.0,1531300000.0,497000000.0,817000000.0,217300000.0,-1594600000.0,-1594600000.0,-168600000.0,-168600000.0,1528400000.0,-231900000.0,1772200000.0,0.0,-243800000.0,3967900000.0,4386400000.0,4232700000.0,617600000.0,-52900000.0,564700000.0,497000000.0,497000000.0,2.26,2.24,219700000.0,222000000.0,ADSK
82,2023,9438000000.0,3341000000.0,2072000000.0,1947000000.0,6097000000.0,8293000000.0,4000000000.0,354000000.0,135000000.0,4293000000.0,1145000000.0,2071000000.0,2071000000.0,2071000000.0,823000000.0,556000000.0,692000000.0,-143000000.0,-143000000.0,-1487000000.0,-1487000000.0,1947000000.0,441000000.0,1528000000.0,0.0,419000000.0,4525000000.0,5005000000.0,4716000000.0,989000000.0,-43000000.0,946000000.0,823000000.0,823000000.0,3.81,3.78,216000000.0,218000000.0,ADSK
83,2014,12225000.0,11673000.0,1809000.0,1809000.0,552000.0,5196000.0,5117000.0,3187000.0,1960000.0,79000.0,7029000.0,-607000.0,-607000.0,-607000.0,422000.0,944000.0,-1973000.0,-289000.0,-289000.0,391000.0,391000.0,1809000.0,-505000.0,2324000.0,0.0,-515000.0,10222000.0,19684000.0,19684000.0,497000.0,-90000.0,407000.0,422000.0,422000.0,0.04,0.04,10877000.0,11889000.0,AEHR
84,2015,14868000.0,14295000.0,5527000.0,5527000.0,573000.0,10318000.0,6519000.0,1761000.0,825000.0,3799000.0,4550000.0,-2256000.0,-2256000.0,-2256000.0,-6647000.0,1133000.0,3258000.0,-118000.0,-118000.0,6412000.0,6412000.0,5527000.0,4038000.0,1809000.0,0.0,3718000.0,3838000.0,10018000.0,10018000.0,-6694000.0,81000.0,-6613000.0,-6647000.0,-6647000.0,-0.55,-0.55,12047000.0,12047000.0,AEHR
85,2016,10046000.0,8748000.0,939000.0,939000.0,1298000.0,10769000.0,4680000.0,2966000.0,1586000.0,6089000.0,-723000.0,-6281000.0,-6281000.0,-6281000.0,-6785000.0,1385000.0,-881000.0,-919000.0,-919000.0,2506000.0,2506000.0,939000.0,-4694000.0,5527000.0,0.0,-4588000.0,5145000.0,14501000.0,14501000.0,-6154000.0,-621000.0,-6775000.0,-6785000.0,-6785000.0,-0.52,-0.52,13091000.0,13091000.0,AEHR
86,2017,30892000.0,29378000.0,17803000.0,17803000.0,1514000.0,14098000.0,7884000.0,4417000.0,3016000.0,6214000.0,16794000.0,-4495000.0,-4495000.0,-4495000.0,-5653000.0,1471000.0,-313000.0,-477000.0,-477000.0,21835000.0,21835000.0,17803000.0,16863000.0,939000.0,0.0,16864000.0,6780000.0,18898000.0,18898000.0,-4929000.0,-699000.0,-5628000.0,-5653000.0,-5653000.0,-0.35,-0.35,16267000.0,16267000.0,AEHR
87,2018,30955000.0,29456000.0,16848000.0,16848000.0,1499000.0,11670000.0,11148000.0,3408000.0,1935000.0,522000.0,19285000.0,-1351000.0,-1351000.0,-1351000.0,528000.0,1355000.0,-3234000.0,-572000.0,-572000.0,925000.0,925000.0,16848000.0,-998000.0,17803000.0,0.0,-955000.0,12386000.0,29555000.0,29555000.0,915000.0,-460000.0,455000.0,528000.0,528000.0,0.02,0.02,21732000.0,22782000.0,AEHR
88,2019,21307000.0,20034000.0,5428000.0,5428000.0,1273000.0,5854000.0,5512000.0,3967000.0,1962000.0,342000.0,15453000.0,-5637000.0,-5637000.0,-5637000.0,-5235000.0,1333000.0,-1735000.0,-173000.0,-173000.0,-5551000.0,-5551000.0,5428000.0,-11361000.0,16848000.0,0.0,-11420000.0,7602000.0,21056000.0,21056000.0,-4275000.0,-933000.0,-5208000.0,-5235000.0,-5235000.0,-0.23,-0.23,22387000.0,22387000.0,AEHR
89,2020,20574000.0,17651000.0,5433000.0,5433000.0,2923000.0,6518000.0,3865000.0,2384000.0,975000.0,2653000.0,14056000.0,-2024000.0,-2024000.0,-2024000.0,-2802000.0,1339000.0,-561000.0,-163000.0,-163000.0,2172000.0,2172000.0,5513000.0,-15000.0,5508000.0,0.0,5000.0,8371000.0,22291000.0,22291000.0,-2545000.0,-221000.0,-2766000.0,-2802000.0,-2802000.0,-0.12,-0.12,22882000.0,22882000.0,AEHR
90,2021,21665000.0,19184000.0,4582000.0,4582000.0,2481000.0,10216000.0,9061000.0,5056000.0,2914000.0,1155000.0,11449000.0,-2701000.0,-2701000.0,-2701000.0,-2027000.0,-990000.0,316000.0,-227000.0,-227000.0,1960000.0,1960000.0,4662000.0,-968000.0,5513000.0,0.0,-851000.0,6032000.0,16600000.0,16600000.0,-4182000.0,1978000.0,-2204000.0,-2027000.0,-2027000.0,-0.09,-0.09,23457000.0,23457000.0,AEHR
91,2022,62328000.0,60007000.0,31484000.0,31484000.0,2321000.0,11339000.0,11014000.0,7805000.0,4208000.0,325000.0,50989000.0,1508000.0,1508000.0,1508000.0,9450000.0,1615000.0,-9557000.0,-416000.0,-416000.0,25761000.0,25761000.0,31564000.0,26853000.0,4662000.0,0.0,26902000.0,23665000.0,50829000.0,50829000.0,7800000.0,1741000.0,9541000.0,9450000.0,9450000.0,0.36,0.34,26014000.0,27774000.0,AEHR
92,2023,98143000.0,89030000.0,47907000.0,30054000.0,9113000.0,22543000.0,16308000.0,13349000.0,9228000.0,6235000.0,75600000.0,10011000.0,10011000.0,10011000.0,14557000.0,2734000.0,-7280000.0,-18656000.0,-18656000.0,7322000.0,7322000.0,30204000.0,-1323000.0,31564000.0,0.0,-1360000.0,32746000.0,64961000.0,64961000.0,13375000.0,1242000.0,14617000.0,14557000.0,14557000.0,0.52,0.5,27785000.0,29215000.0,AEHR
93,2013,652977000.0,416969000.0,149693000.0,138125000.0,236008000.0,188515000.0,122357000.0,97222000.0,60362000.0,66158000.0,464462000.0,35316000.0,35316000.0,35316000.0,32086000.0,54389000.0,-51159000.0,-70926000.0,-70926000.0,26313000.0,26313000.0,138125000.0,-9297000.0,146564000.0,0.0,-8439000.0,210136000.0,547004000.0,547004000.0,61018000.0,-46734000.0,14284000.0,32086000.0,32086000.0,0.81,0.79,39597000.0,40667000.0,AEIS
94,2014,684569000.0,376754000.0,128368000.0,125285000.0,307815000.0,209604000.0,112570000.0,105144000.0,60767000.0,97034000.0,474965000.0,75586000.0,75586000.0,75586000.0,46982000.0,28417000.0,187000.0,-54996000.0,-54996000.0,-32480000.0,-32480000.0,125285000.0,-11890000.0,138125000.0,0.0,-12840000.0,194029000.0,583098000.0,583098000.0,42779000.0,-3101000.0,39678000.0,46982000.0,46982000.0,1.16,1.14,40420000.0,41034000.0,AEIS
95,2015,462688000.0,342775000.0,170429000.0,158443000.0,119913000.0,199108000.0,104084000.0,64284000.0,41218000.0,95024000.0,263580000.0,104808000.0,124221000.0,124221000.0,83482000.0,20088000.0,20651000.0,-13265000.0,-13219000.0,-45641000.0,-45627000.0,158443000.0,34625000.0,125285000.0,0.0,44435000.0,216870000.0,414811000.0,414811000.0,106854000.0,-1412000.0,105442000.0,83482000.0,-158486000.0,-3.89,-3.89,40746000.0,41077000.0,AEIS
96,2016,571529000.0,438334000.0,286690000.0,281953000.0,133195000.0,179455000.0,95046000.0,75853000.0,48033000.0,84409000.0,392074000.0,119287000.0,127144000.0,127144000.0,116948000.0,18034000.0,-7838000.0,300000.0,300000.0,2142000.0,2171000.0,281953000.0,114165000.0,169720000.0,0.0,119797000.0,253147000.0,483704000.0,483704000.0,126857000.0,1219000.0,128076000.0,116948000.0,127454000.0,3.21,3.18,39720000.0,40031000.0,AEIS
97,2017,733308000.0,595225000.0,410387000.0,407283000.0,138083000.0,212667000.0,106119000.0,91867000.0,53542000.0,106548000.0,520641000.0,182701000.0,189956000.0,189956000.0,136101000.0,54349000.0,-494000.0,-28082000.0,-28082000.0,-31307000.0,-31307000.0,407283000.0,115558000.0,289517000.0,0.0,125520000.0,356381000.0,671012000.0,671012000.0,200770000.0,-2579000.0,198191000.0,136101000.0,137861000.0,3.47,3.43,39754000.0,40176000.0,AEIS
